United States and territories,46.02%
Germany,17.32%
France and territories,14.79%
China and territories,11.29%
Switzerland,7.81%
Netherlands and territories,4.82%
Japan,4.58%
Russian Federation,3.85%
United Kingdom and territories,3.10%
Ireland,3.02%
India,2.97%
Iran,2.45%
Singapore,2.23%
South Korea,1.99%
Finland and territories,1.51%
Italy,1.46%
Turkey,1.32%
Canada,1.30%
Sweden,0.99%
Taiwan,0.91%
Spain,0.73%
Poland,0.68%
Czech Republic,0.67%
Viet Nam,0.60%
Australia,0.60%
Brazil,0.51%
Indonesia,0.49%
United Arab Emirates,0.40%
Saudi Arabia,0.37%
Ukraine,0.35%
Belgium,0.32%
Azerbaijan,0.30%
Argentina,0.27%
Luxembourg,0.27%
Romania,0.22%
Greece,0.22%
Mexico,0.21%
Austria,0.19%
Slovakia,0.19%
Israel,0.17%
Thailand,0.16%
South Africa,0.16%
Kazakhstan,0.16%
Bulgaria,0.13%
Pakistan,0.13%
Angola,0.13%
Hungary,0.11%
Chile,0.11%
Portugal,0.11%
Latvia,0.11%
Venezuela,0.11%
Turkmenistan,0.11%
Malaysia,0.10%
Norway,0.10%
Estonia,0.08%
Belarus,0.06%
Denmark and territories,0.06%
Croatia,0.06%
Moldova,0.06%
Uzbekistan,0.06%
Qatar,0.06%
Lithuania,0.05%
Egypt,0.05%
Algeria,0.05%
Serbia,0.03%
Slovenia,0.03%
Colombia,0.03%
Bosnia and Herzegovina,0.03%
North Macedonia,0.03%
Bangladesh,0.02%
Mongolia,0.02%
Peru,0.02%
Iceland,0.02%
Kyrgyzstan,0.02%
Morocco,0.02%
Ecuador,0.02%
Uruguay,0.02%
Cyprus,0.02%
Armenia,0.02%
Panama,0.02%
Kuwait,0.02%
Cambodia,0.02%
Cuba,0.02%
