1.,Amazon,24.8%
2.,Google,9.2%
3.,Zendesk,5.2%
4.,Alibaba,5.1%
5.,China Telecom,3.3%
6.,Tencent,2.6%
7.,WP Engine Group,2.4%
7.1.,    WP Engine,2.3%
7.2.,    Flywheel,0.1%
8.,Salesforce,2.4%
9.,China Unicom,2.3%
10.,Microsoft,1.8%
11.,Shopify,1.7%
12.,OVH,1.7%
13.,Automattic Group,1.6%
13.1.,    Automattic,1.4%
13.2.,    Tumblr,0.3%
14.,Verizon Group,1.6%
14.1.,    Verizon,1.2%
14.2.,    Yahoo,0.4%
14.3.,    Verizon Media,0.2%
15.,Hetzner,1.0%
16.,Acquia,0.9%
17.,China Mobile,0.9%
18.,Asiatech,0.8%
19.,Pantheon,0.8%
20.,NTT Group,0.6%
20.1.,    Netmagic,0.3%
20.2.,    NTT Communications,0.3%
21.,IBM,0.5%
22.,CenturyLink,0.5%
23.,Medium,0.5%
24.,LeaseWeb Group,0.4%
24.1.,    LeaseWeb,0.4%
25.,GitHub,0.4%
26.,Chunghwa Telecom,0.4%
27.,IDC Frontier,0.4%
28.,Oracle,0.4%
29.,Newfold Digital,0.3%
29.1.,    HostGator,0.1%
29.2.,    Endurance,0.1%
29.3.,    TypePad,0.1%
30.,Squarespace,0.3%
31.,Rackspace,0.3%
32.,Kinsta,0.3%
33.,HubSpot,0.3%
34.,Pars Online,0.3%
35.,SK Group,0.3%
35.1.,    SK Broadband,0.2%
35.2.,    SK Telecom,0.1%
36.,Hurricane Electric,0.3%
37.,Baidu,0.3%
38.,Neustar,0.3%
39.,Wikimedia,0.3%
40.,GoDaddy Group,0.2%
40.1.,    GoDaddy,0.1%
40.2.,    PlusServer,0.1%
41.,United Internet,0.2%
41.1.,    1&1 IONOS,0.2%
42.,Webflow,0.2%
43.,Netlify,0.2%
44.,XBT Holding,0.2%
44.1.,    Webzilla,0.1%
44.2.,    Servers.com,0.1%
45.,Advanced Hosting,0.2%
46.,AT&T,0.2%
47.,Comcast,0.2%
48.,Afranet,0.2%
49.,Yandex,0.2%
50.,Mail.Ru,0.2%
51.,ServerStack,0.2%
52.,Cisco,0.2%
53.,Wix,0.1%
54.,REG.RU,0.1%
55.,RBC Group,0.1%
55.1.,    RosBusinessConsulting,0.1%
56.,Internap Group,0.1%
56.1.,    Internap,0.1%
57.,Weebly,0.1%
58.,VNPT,0.1%
59.,Hivelocity,0.1%
60.,Tilda,0.1%
61.,Aruba Group,0.1%
61.1.,    Aruba,0.1%
62.,Radore,0.1%
63.,Viettel,0.1%
64.,KT Group,0.1%
64.1.,    KT Corporation,0.1%
65.,Vercel,0.1%
66.,Masterhost,0.1%
67.,Rostelecom Group,0.1%
67.1.,    RTComm.RU,0.1%
68.,Heroku,0.1%
69.,Exabytes Group,0.1%
69.1.,    Exabytes,0.1%
70.,TierPoint,0.1%
71.,QuadraNet,0.1%
72.,LG Group,0.1%
72.1.,    LG U+,0.1%
73.,Pair Networks,0.1%
74.,PS Internet Company,0.1%
75.,KDDI Group,0.1%
75.1.,    KDDI Corporation,0.1%
76.,Hostiran,0.1%
77.,Psychz,0.1%
78.,Platform.sh,0.1%
79.,HKBN,0.1%
80.,Zoho,0.1%
81.,Grupo GTD,0.1%
81.1.,    Gtd Teleductos,0.1%
82.,NetSuite,0.1%
83.,HopOne,0.1%
84.,Webglobe-Yegon,0.1%
85.,Kamatera,0.1%
86.,Universo Online,0.1%
87.,Advania,0.1%
88.,NetEase,0.1%
89.,Turkmentelecom,0.1%
90.,RackSRV,0.1%
91.,Hewlett-Packard,0.1%
92.,Apple,0.1%
